catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
4410,,MATH 4410,2025-08-17T20:38:24.912238,"Combinatorics studies discrete structures arising in mathematics, computer science, and many areas of application. Key topics include counting objects with specific properties (e.g., trees) and proving the existence of structures (e.g., matchings of all vertices in a graph). We cover basic questions in graph theory, including extremal graph theory (how large a graph must be to have a certain subgraph) and Ramsey theory (large objects are forced to have structure). An introduction to network flow theory and variations on matching theory, including theorems of Dilworth, Hall, König, and Birkhoff, are discussed. Methods of enumeration (inclusion/exclusion, Möbius inversion, and generating functions) are applied to problems of counting permutations, partitions, and triangulations. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-4410-1,"[""km626"", ""km626""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Introduction to Combinatorics I,Introduction to Combinatorics I,4.0,4.0
4520,,MATH 4520,2025-08-17T20:38:24.912252,"An introduction to projective, hyperbolic, and spherical geometry and their modern applications. The course will be divided into short modules with an emphasis on participation, discovery, and student projects and presentations. In addition to proving theorems, students will have the opportunity to make, build, 3D print, or program something related to the course material as a project component. We will cover classical theorems and techniques (e.g., stereographic projection and conics) and see how classical geometry is used in and relates to other areas of mathematics (e.g., topology, via Euler characteristic) and applications such as computer vision, networks, or architectural drawing. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-4520-1,"[""yl3769"", ""yl3769""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Classical Geometries and Modern Applications,Classical Geometries and Modern Applications,4.0,4.0
4530,,MATH 4530,2025-08-17T20:38:24.912265,"Topology may be described briefly as qualitative geometry. This course begins with basic point-set topology, including connectedness, compactness, and metric spaces. Later topics may include the classification of surfaces (such as the Klein bottle and Möbius band), elementary knot theory, or the fundamental group and covering spaces. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-4530-1,"[""bed47"", ""bed47""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Introduction to Topology,Introduction to Topology,4.0,4.0
4710,,MATH 4710,2025-08-17T20:38:24.912277,"An introduction to probability theory that prepares the student to take MATH 4720. The course begins with basics: combinatorial probability, mean and variance, independence, conditional probability, and Bayes formula. Density and distribution functions and their properties are introduced. The law of large numbers and central limit theorem are stated and their implications for statistics are discussed.",FA25-MATH-4710-1,"[""ll432""]",,0.6000000000000001,2,True,"MATH 1110-MATH 1120, or equivalent.",FA25,MATH,Basic Probability,Basic Probability,4.0,4.0
4900,,MATH 4900,2025-08-17T20:38:24.912295,An independent research course by arrangement with an individual professor.  The goal is for the student to perform an independent investigation into a specific mathematical question.  The student and professor will set expectations and grading policies at the beginning of the term.,FA25-MATH-4900-1,"[""ma18"", ""dmb14"", ""yb26"", ""lab387"", ""xc46"", ""rc46"", ""bed47"", ""dsh233"", ""tjh10"", ""tsh33"", ""mdk35"", ""ak596"", ""ll432"", ""yl3769"", ""kpm85"", ""jm882"", ""km626"", ""jtm237"", ""fm69"", ""an17"", ""mn66"", ""ivp1"", ""rkr5"", ""trr22"", ""lps2"", ""rs73"", ""ss3777"", ""ps934"", ""dls432"", ""mes15"", ""shs7"", ""ebs22"", ""npt27"", ""ajt253"", ""abv8"", ""rmw263"", ""mhw73"", ""jew13"", ""yy837"", ""iiz5"", ""xz636"", ""djz44"", ""drf88""]",,0.0,0,False,,FA25,MATH,Supervised Research,Supervised Research,4.0,1.0
4901,,MATH 4901,2025-08-17T20:38:24.912307,An independent reading course by arrangement with an individual professor. The goal is for the student to master a body of mathematics outside the normal curriculum. The student and professor will set expectations and grading policies at the beginning of the term.,FA25-MATH-4901-1,"[""ma18"", ""dmb14"", ""yb26"", ""lab387"", ""xc46"", ""rc46"", ""bed47"", ""dsh233"", ""tjh10"", ""tsh33"", ""mdk35"", ""ak596"", ""ll432"", ""yl3769"", ""kpm85"", ""jm882"", ""km626"", ""jtm237"", ""fm69"", ""an17"", ""mn66"", ""ivp1"", ""rkr5"", ""trr22"", ""lps2"", ""rs73"", ""ss3777"", ""ps934"", ""dls432"", ""mes15"", ""shs7"", ""ebs22"", ""npt27"", ""ajt253"", ""abv8"", ""rmw263"", ""mhw73"", ""jew13"", ""yy837"", ""iiz5"", ""xz636"", ""djz44""]",,0.0,0,False,,FA25,MATH,Supervised Reading,Supervised Reading,4.0,1.0
4980,,MATH 4980,2025-08-17T20:38:24.912314,"Examines principles underlying the content of the secondary school mathematics curriculum, including connections with the history of mathematics, technology, and mathematics education research. One credit is awarded for attending two Saturday workshops (see e.math.cornell.edu/classes/math5080) and writing a paper. Other credit options are available for students completing additional work, such as tutoring at a local middle school or completing a research paper or project. Does not count toward the math major or math minor and will not count as degree credits for A&S students.",FA25-MATH-4980-1,"[""mh688""]",,0.0,0,False,,FA25,MATH,Special Study for Mathematics Teaching,Special Study for Mathematics Teaching,3.0,1.0
4997,,MATH 4997,2025-08-17T20:38:24.912320,"This independent study course offers math majors (i.e., undergraduates whose applications to affiliate with the math major have been approved) an opportunity to reflect on concepts from mathematics as they were encountered and applied in a recent internship. Students write a short paper describing their work experience and how it connects to the educational objectives of the mathematics major.",FA25-MATH-4997-1,"[""yb26""]",,0.0,0,False,,FA25,MATH,Practical Training in Mathematics,Practical Training in Mathematics,1.0,1.0
5080,,MATH 5080,2025-08-17T20:38:24.912326,"Examines principles underlying the content of the secondary school mathematics curriculum, including connections with the history of mathematics, technology, and mathematics education research.",FA25-MATH-5080-1,"[""mh688""]",,0.0,0,False,,FA25,MATH,Special Study for Teachers,Special Study for Teachers,1.0,1.0
5220,,MATH 5220,2025-08-17T20:38:24.912333,"Covers complex variables, Fourier transforms, Laplace transforms and applications to partial differential equations. Additional topics may include an introduction to generalized functions. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-5220-1,"[""cc2938""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Applied Complex Analysis,Applied Complex Analysis,3.0,3.0
5250,,MATH 5250,2025-08-17T20:38:24.912349,"Introduction to the fundamentals of numerical analysis: error analysis, approximation, interpolation, and numerical integration. In the second half of the course, we use these to build approximate solvers for ordinary and partial differential equations.  Strong emphasis is placed on understanding the advantages, disadvantages, and limits of applicability for all the covered techniques. Computer programming is required to test the theoretical concepts throughout the course. Students will be expected to be comfortable writing proofs and have knowledge of programming.",FA25-MATH-5250-1,"[""ajt253"", ""ajt253""]",,0.6000000000000001,5,True,"MATH 2210, MATH 2230-MATH 2240, MATH 2310, or MATH 2940 or equivalent, and one additional mathematics course numbered 3000 or above.",FA25,MATH,Numerical Analysis and Differential Equations,Numerical Analysis and Differential Equations,4.0,4.0
5410,,MATH 5410,2025-08-17T20:38:24.912364,"Combinatorics studies discrete structures arising in mathematics, computer science, and many areas of application. Key topics include counting objects with specific properties (e.g., trees) and proving the existence of structures (e.g., matchings of all vertices in a graph). We cover basic questions in graph theory, including extremal graph theory (how large a graph must be to have a certain subgraph) and Ramsey theory (large objects are forced to have structure). An introduction to network flow theory and variations on matching theory, including theorems of Dilworth, Hall, König, and Birkhoff, are discussed. Methods of enumeration (inclusion/exclusion, Möbius inversion, and generating functions) are applied to problems of counting permutations, partitions, and triangulations. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-5410-1,"[""km626"", ""km626""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent.",FA25,MATH,Introduction to Combinatorics I,Introduction to Combinatorics I,4.0,4.0
6110,,MATH 6110,2025-08-17T20:38:24.912377,"MATH 6110-MATH 6120 are the core analysis courses in the mathematics graduate program. MATH 6110 covers abstract measure and integration theory, and related topics such as the Lebesgue differentiation theorem, the Radon-Nikodym theorem, the Hardy-Littlewood maximal function, the Brunn-Minkowski inequality, rectifiable curves and the isoperimetric inequality, Hausdorff dimension and Cantor sets, and an introduction to ergodic theory.",FA25-MATH-6110-1,"[""fm69""]",,0.6000000000000001,1,True,"strong performance in an undergraduate analysis course at the level of MATH 4140, or permission of instructor.",FA25,MATH,Real Analysis,Real Analysis,4.0,4.0
